Name,Rarity,Category,Subcategory,Level,Price,Bulk
Cane Pistol,Uncommon,Weapons,Base Weapons,0,8 gp,1
Cow,Common,Animals and Gear,Animals,0,8 gp,
Dagger Pistol,Uncommon,Weapons,Base Weapons,0,8 gp,L
Daikyu,Uncommon,Weapons,Base Weapons,0,8 gp,2
Harrow Mat,Common,Adventuring Gear,,0,8 gp,L
Shauth Lash,Uncommon,Weapons,Base Weapons,0,8 gp,1
Dragon Mouth Pistol,Uncommon,Weapons,Base Weapons,0,9 gp,1
False Witness (Disreputable),Uncommon,Services,Secret Society Membership Services,0,9 gp,
Long Air Repeater,Uncommon,Weapons,Base Weapons,0,9 gp,1
Mithral Tree,Uncommon,Weapons,Base Weapons,0,9 gp,1
Arquebus,Uncommon,Weapons,Base Weapons,0,10 gp,2
Asp Coil,Uncommon,Weapons,Base Weapons,0,10 gp,1
Barding (Light; Small or Medium),Common,Adventuring Gear,,0,10 gp,2
Bird (House Eagle),Common,Animals and Gear,Animals,0,10 gp,
Cat (Galtan Orange),Common,Animals and Gear,Animals,0,10 gp,
Coded Signal (Temporary),Uncommon,Services,Secret Society Membership Services,0,10 gp,
Cold Iron Chunk,Common,Materials,,0,10 gp,L
Copper (Ingot),Common,Trade Goods,,0,10 gp,
Dinosaur,Common,Animals and Gear,Animals,0,10 gp,
False Manacles,Uncommon,Adventuring Gear,,0,10 gp,
Harmona Gun,Uncommon,Weapons,Base Weapons,0,10 gp,2
Harrow Deck (Common),Common,Adventuring Gear,,0,10 gp,L
Light Chariot,Common,Vehicles,,0,10 gp,
Lodging (Extravagant Suite for 6),Common,Services,,0,10 gp (per day),
Marble,Common,Trade Goods,,0,10 gp (per slab),
Rapier Pistol,Uncommon,Weapons,Base Weapons,0,10 gp,1
Researcher (Level 3; expert),Common,Services,Researcher,0,10 gp (per day),
Silver Chunk,Common,Materials,,0,10 gp,L
Snowshoes,Common,Adventuring Gear,,0,10 gp,1
Tank (Traveling),Common,Animals and Gear,Animal Caretaking Gear,0,10 gp,
Taw Launcher,Uncommon,Weapons,Base Weapons,0,10 gp,1
Tower Shield,Common,Shields,Base Shields,0,10 gp,4
Tricky Pick,Uncommon,Weapons,Base Weapons,0,10 gp,1
Triggerbrand,Uncommon,Weapons,Base Weapons,0,10 gp,1
Harrow Deck (Fine),Common,Adventuring Gear,,0,11 gp (+),L
Hongali Hornbow,Uncommon,Weapons,Base Weapons,0,11 gp,2
Pepperbox,Uncommon,Weapons,Base Weapons,0,12 gp,1
Mace Multipistol,Uncommon,Weapons,Base Weapons,0,13 gp,1
Composite Shortbow,Common,Weapons,Base Weapons,0,14 gp,1
Researcher (Level 4),Common,Services,Researcher,0,14 gp (per day),
Battle Lute,Uncommon,Weapons,Base Weapons,0,15 gp,1
Glider,Uncommon,Vehicles,,0,15 gp,
Piercing Wind,Uncommon,Weapons,Base Weapons,0,15 gp,1
Rowboat,Common,Vehicles,,0,15 gp,
Spellcasting (3rd level),Uncommon,Services,Spellcasting,0,18 gp (plus any cost required to cast the specific spell),
Armored Coat,Common,Armor,Base Armor,0,20 gp,2
Barding (Light; Large),Common,Adventuring Gear,,0,20 gp,4
Clockwork Dial,Uncommon,Adventuring Gear,,0,20 gp,
Composite Longbow,Common,Weapons,Base Weapons,0,20 gp,2
Researcher (Level 5),Common,Services,Researcher,0,20 gp (per day),
Sisterstone Chunk,Rare,Materials,,0,20 gp,L
Spyglass,Common,Adventuring Gear,,0,20 gp,L
Wool (Sack),Common,Trade Goods,,0,24 gp,
Alchemical Crossbow,Uncommon,Weapons,Base Weapons,0,25 gp,1
Barding (Heavy; Small or Medium),Common,Adventuring Gear,,0,25 gp,4
Tin (Ingot),Common,Trade Goods,,0,30 gp,
Axolotl,Common,Animals and Gear,Animals,0,40 gp,
Researcher (Level 6),Common,Services,Researcher,0,40 gp (per day),
Spellcasting (4th level),Uncommon,Services,Spellcasting,0,40 gp (plus any cost required to cast the specific spell),
Barding (Heavy; Large),Common,Adventuring Gear,,0,50 gp,8
Cradle Minder,Common,Animals and Gear,Animals,0,50 gp,
Political Favor (Minor),Uncommon,Services,Secret Society Membership Services,0,50 gp,
Researcher (Level 7; master),Common,Services,Researcher,0,50 gp (per day),
Alpaca,Common,Animals and Gear,Animals,0,75 gp,
Spellcasting (5th level),Uncommon,Services,Spellcasting,0,80 gp (plus any cost required to cast the specific spell),
Coded Signal (Permanent),Uncommon,Services,Secret Society Membership Services,0,100 gp,
Cold Iron Ingot,Common,Materials,,0,100 gp,1
Cotton (Bale),Common,Trade Goods,,0,100 gp,
Silver (Ingot),Common,Trade Goods,,0,100 gp,
Silver Ingot,Common,Materials,,0,100 gp,1
Spellcasting (6th level),Uncommon,Services,Spellcasting,0,160 gp (plus any cost required to cast the specific spell),
Sisterstone Ingot,Rare,Materials,,0,200 gp,1
Spellcasting (7th level),Uncommon,Services,Spellcasting,0,360 gp (plus any cost required to cast the specific spell),
Abysium Chunk,Rare,Materials,,0,450 gp,L
Adamantine Chunk,Uncommon,Materials,,0,500 gp,L
Darkwood Branch,Uncommon,Materials,,0,500 gp,L
Mithral Chunk,Uncommon,Materials,,0,500 gp,L
Siccatite Chunk,Rare,Materials,,0,500 gp,L
Inubrix Chunk,Rare,Materials,,0,550 gp,
Djezet Mass,Rare,Materials,,0,600 gp,L
Noqual Chunk,Rare,Materials,,0,600 gp,L
Peachwood Branch,Uncommon,Materials,,0,600 gp,L
Sovereign Steel Chunk,Rare,Materials,,0,700 gp,L
Spellcasting (8th level),Uncommon,Services,Spellcasting,0,720 gp (plus any cost required to cast the specific spell),
Warpglass Chunk,Rare,Materials,,0,800 gp,L
Coded Signal (Monument),Uncommon,Services,Secret Society Membership Services,0,1000 gp,
Gold (Ingot),Common,Trade Goods,,0,1000 gp,
Orichalcum Chunk,Rare,Materials,,0,1000 gp,L
Political Favor (Moderate),Uncommon,Services,Secret Society Membership Services,0,1000 gp,
Spellcasting (9th level),Uncommon,Services,Spellcasting,0,1800 gp (plus any cost required to cast the specific spell),
Abysium Ingot,Rare,Materials,,0,4500 gp,1
Adamantine Ingot,Uncommon,Materials,,0,5000 gp,1
Darkwood Lumber,Uncommon,Materials,,0,5000 gp,1
Mithral Ingot,Uncommon,Materials,,0,5000 gp,1
Siccatite Ingot,Rare,Materials,,0,5000 gp,1
Inubrix Ingot,Rare,Materials,,0,5500 gp,
Djezet Alloy Ingot,Rare,Materials,,0,6000 gp,1
Noqual Ingot,Rare,Materials,,0,6000 gp,1
Peachwood Lumber,Uncommon,Materials,,0,6000 gp,1
Sovereign Steel Ingot,Rare,Materials,,0,7000 gp,L
Warpglass Ingot,Rare,Materials,,0,8000 gp,1
Orichalcum Ingot,Rare,Materials,,0,10000 gp,1
Political Favor (Major),Uncommon,Services,Secret Society Membership Services,0,10000 gp,
Alchemical Bomb,Common,Weapons,Base Weapons,0,(Varies),L
Counterfeit Item (High-Grade),Uncommon,Services,Secret Society Membership Services,0,,
Counterfeit Item (Low-Grade),Uncommon,Services,Secret Society Membership Services,0,,
Counterfeit Item (Medium-Grade),Uncommon,Services,Secret Society Membership Services,0,,
Fish,Common,Trade Goods,,0,,
Fist,Common,Weapons,Base Weapons,0,,
Holly and Mistletoe,Common,Adventuring Gear,,0,,
Puzzle Box (Hollow),Common,Adventuring Gear,,0,,L
Shield Bash,Common,Weapons,Base Weapons,0,,
Thresholds of Truth,Unique,Other,,0,,
Unarmored,Common,Armor,Base Armor,0,,
Portable Weapon Mount (Monopod),Uncommon,Customizations,Stabilizers,1,2 sp,1
Tindertwig,Common,Alchemical Items,Alchemical Tools,1,2 sp,
Boarding Pike,Uncommon,Weapons,Base Weapons,1,8 sp,2
Combat Grapnel,Uncommon,Weapons,Base Weapons,1,9 sp,1
Popdust,Uncommon,Alchemical Items,Alchemical Tools,1,1 gp,L
Surprise Doll,Common,Adventuring Gear,,1,1 gp,L
Addiction Suppressant (Lesser),Rare,Alchemical Items,Alchemical Elixirs,1,2 gp,L
Aldori Dueling Sword,Uncommon,Weapons,Base Weapons,1,2 gp,1
Lock (Simple),Common,Adventuring Gear,,1,2 gp,
Magnetic Construction Set,Common,Adventuring Gear,,1,2 gp,L
Puzzle Box (Complex),Common,Adventuring Gear,,1,2 gp,L
Refined Pesh,Common,Alchemical Items,Drugs,1,2 gp,L
Snake Oil,Common,Alchemical Items,Alchemical Tools,1,2 gp,L
Waffle Iron (Imprint),Common,Adventuring Gear,,1,2 gp,1
Acid Flask (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Alarm Snare,Common,Snares,,1,3 gp,
Alchemical Fuse,Common,Alchemical Items,Alchemical Tools,1,3 gp,L
Alchemist's Fire (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Antidote (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,3 gp,L
Antiplague (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,3 gp,L
Appetizing Flavor Snare,Rare,Snares,,1,3 gp,
Arsenic,Common,Alchemical Items,Alchemical Poisons,1,3 gp,L
Battering Snare,Common,Snares,,1,3 gp,
Bioluminescence Bomb,Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
Blast Boots (Lesser),Uncommon,Consumables,Gadgets,1,3 gp,L
Blight Bomb (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Blindpepper Tube,Uncommon,Alchemical Items,Alchemical Tools,1,3 gp,L
Bookthief Brew,Uncommon,Alchemical Items,Alchemical Tools,1,3 gp,L
Bottled Lightning (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Caltrop Snare,Common,Snares,,1,3 gp,
Cheetah's Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,3 gp,L
Clockwork Goggles,Uncommon,Consumables,Gadgets,1,3 gp,L
Cryomister (Lesser),Uncommon,Consumables,Gadgets,1,3 gp,L
Dread Ampoule (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Dust Pods,Uncommon,Snares,,1,3 gp,
Elixir of Life (Minor),Common,Alchemical Items,Alchemical Elixirs,1,3 gp,L
Emergency Disguise,Uncommon,Consumables,Talismans,1,3 gp,
Feather Token (Ladder),Common,Consumables,Other Consumables,1,3 gp,
Forensic Dye,Common,Alchemical Items,Alchemical Tools,1,3 gp,L
Frost Vial (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Gecko Potion,Common,Consumables,Potions,1,3 gp,L
Ghost Charge (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Ghost Ink,Common,Alchemical Items,Alchemical Tools,1,3 gp,L
Goo Grenade (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
Grit,Common,Alchemical Items,Drugs,1,3 gp,L
Grolna,Uncommon,Alchemical Items,Drugs,1,3 gp,L
Hampering Snare,Common,Snares,,1,3 gp,
Holy Water,Common,Consumables,Other Consumables,1,3 gp,L
Impact Foam Chassis (Lesser),Uncommon,Consumables,Gadgets,1,3 gp,L
Lady's Blessing Oil,Common,Alchemical Items,Alchemical Plants,1,3 gp,L
Lastwall Soup,Uncommon,Alchemical Items,Alchemical Elixirs,1,3 gp,L
Leaper's Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,3 gp,L
Manacles (Simple),Common,Adventuring Gear,,1,3 gp,
Marking Snare,Common,Snares,,1,3 gp,
Mud Bomb (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
Necrotic Bomb (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Nectar of Purification,Common,Consumables,Oils,1,3 gp,L
Owlbear Claw,Common,Consumables,Talismans,1,3 gp,
Pernicious Spore Bomb (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
Peshspine Grenade (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
Potion of Expeditious Retreat,Common,Consumables,Potions,1,3 gp,L
Predictable Silver Piece,Common,Held Items,,1,3 gp,
Ration Tonic,Common,Consumables,Potions,1,3 gp,L
Redpitch Bomb (Lesser),Rare,Alchemical Items,Alchemical Bombs,1,3 gp,L
Replacement Filter (Level 1),Uncommon,Adventuring Gear,,1,3 gp,
Runestone,Common,Consumables,Other Consumables,1,3 gp,L
Sack of Rotten Fruit,Common,Consumables,Other Consumables,1,3 gp,L
Searing Suture (Lesser),Uncommon,Alchemical Items,Alchemical Tools,1,3 gp,L
Self-Immolating Note,Uncommon,Alchemical Items,Alchemical Tools,1,3 gp,
Shining Ammunition,Common,Consumables,Magical Ammunition,1,3 gp,
Signaling Snare,Common,Snares,,1,3 gp,
Silver Tripod,Common,Consumables,Talismans,1,3 gp,
Smoke Screen Snare (Lesser),Uncommon,Snares,,1,3 gp,L
Smokestick (Lesser),Common,Alchemical Items,Alchemical Tools,1,3 gp,L
Spear Frog Poison,Common,Alchemical Items,Alchemical Poisons,1,3 gp,L
Spike Snare,Common,Snares,,1,3 gp,
Star Grenade (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
Sunrod,Common,Alchemical Items,Alchemical Tools,1,3 gp,L
Tallow Bomb (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
Tanglefoot Bag (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Thunderbird Tuft (Lesser),Common,Consumables,Spell Catalysts,1,3 gp,L
Thunderstone (Lesser),Common,Alchemical Items,Alchemical Bombs,1,3 gp,L
Twigjack Sack (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
Unholy Water,Common,Consumables,Other Consumables,1,3 gp,L
Water Bomb (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,3 gp,L
1st-Level Scroll,Common,Consumables,Scrolls,1,4 gp,L
Ablative Armor Plating (Lesser),Uncommon,Consumables,Gadgets,1,4 gp,1
Ablative Shield Plating (Lesser),Uncommon,Consumables,Gadgets,1,4 gp,1
Alignment Ampoule (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,4 gp,L
Armor Latches,Common,Adjustments,,1,4 gp,
Bestial Mutagen (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Blood Sap,Common,Alchemical Items,Drugs,1,4 gp,L
Cognitive Mutagen (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Drakeheart Mutagen (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Eagle-Eye Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Energy Mutagen (Lesser),Uncommon,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Explosive Mine (Lesser),Uncommon,Consumables,Gadgets,1,4 gp,L
Feyfoul (Lesser),Rare,Alchemical Items,Alchemical Tools,1,4 gp,L
Flare Beacon (Lesser),Uncommon,Consumables,Gadgets,1,4 gp,L
Giant Centipede Venom,Common,Alchemical Items,Alchemical Poisons,1,4 gp,L
Healing Potion (Minor),Common,Consumables,Potions,1,4 gp,L
Juggernaut Mutagen (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Junk Bomb (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,4 gp,L
Oil of Unlife (Minor),Common,Consumables,Oils,1,4 gp,L
Poison Barbs Snare,Common,Snares,,1,4 gp,
Potency Crystal,Common,Consumables,Talismans,1,4 gp,
Potion of Retaliation (Minor),Common,Consumables,Potions,1,4 gp,L
Potion of Shared Memories,Common,Consumables,Potions,1,4 gp,L
Pressure Bomb (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,4 gp,L
Quicksilver Mutagen (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Serene Mutagen (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Shielding Salve,Common,Consumables,Oils,1,4 gp,L
Silvertongue Mutagen (Lesser),Common,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Skeptic's Elixir (Lesser),Uncommon,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Sulfur Bomb (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,4 gp,L
Vaccine (Minor),Rare,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Vexing Vapor (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,4 gp,L
War Blood Mutagen (Lesser),Uncommon,Alchemical Items,Alchemical Elixirs,1,4 gp,L
Wolf Fang,Common,Consumables,Talismans,1,4 gp,
Burnished Plating,Uncommon,Adjustments,,1,5 gp,L
Cantrip Deck (5-Pack),Common,Held Items,,1,5 gp,
Ignitor,Common,Adventuring Gear,,1,5 gp,
Impulse Control,Common,Assistive Items,Mobility Devices,1,5 gp,
Loaded Dice,Common,Adventuring Gear,,1,5 gp,L
Magical Hearing Aid,Common,Assistive Items,,1,5 gp,
Mask (Rubber),Common,Adventuring Gear,,1,5 gp,
Psychopomp Mask,Uncommon,Worn Items,Other Worn Items,1,5 gp,
Throwing Shield,Uncommon,Adjustments,,1,5 gp,
Traveler's Chair,Common,Assistive Items,Mobility Devices,1,5 gp,3
Twining Chains,Uncommon,Adjustments,,1,5 gp,1
Waterproof Journal,Uncommon,Adventuring Gear,,1,5 gp,1
Dwarven Daisy (Lesser),Uncommon,Alchemical Items,Alchemical Bombs,1,6 gp,L
Flying Talon,Uncommon,Weapons,Base Weapons,1,6 gp,1
Traveler's Cloak,Uncommon,Adventuring Gear,,1,7 gp,L
Rhythm Bone,Uncommon,Held Items,,1,8 gp,L
Stiletto Pen,Uncommon,Weapons,Base Weapons,1,8 gp,L
Aeon Stone (Dull Gray),Uncommon,Worn Items,Other Worn Items,1,9 gp,
Axe Musket,Uncommon,Weapons,Base Weapons,1,10 gp,2
Big Boom Gun,Uncommon,Weapons,Base Weapons,1,10 gp,2
Communication Bangle,Uncommon,Adventuring Gear,,1,10 gp,
Dragon's Crest,Uncommon,Adjustments,,1,10 gp,
Dwarven Scattergun,Uncommon,Weapons,Base Weapons,1,10 gp,2
Explosive Dogslicer,Uncommon,Weapons,Base Weapons,1,10 gp,2
Ganjay Book,Uncommon,Held Items,,1,10 gp,L or —
Genealogy Mask,Uncommon,Worn Items,Other Worn Items,1,10 gp,L
Glittering Scarab,Uncommon,Adventuring Gear,,1,10 gp,
Gnome Amalgam Musket,Uncommon,Weapons,Base Weapons,1,10 gp,2
Mask (Plague),Common,Adventuring Gear,,1,10 gp,
Mechanical Torch,Common,Adventuring Gear,,1,10 gp,L
Polytool,Uncommon,Weapons,Base Weapons,1,10 gp,1
Repeating Hand Crossbow,Uncommon,Weapons,Base Weapons,1,10 gp,L
Sibling's Coin,Uncommon,Adventuring Gear,,1,10 gp,
Spoon Gun,Uncommon,Weapons,Base Weapons,1,10 gp,1
Timepiece (Desktop Clock),Uncommon,Adventuring Gear,,1,10 gp,3
Double-barreled Musket,Uncommon,Weapons,Base Weapons,1,11 gp,1
Jezail,Uncommon,Weapons,Base Weapons,1,11 gp,1
Candlecap,Unique,Worn Items,Other Worn Items,1,12 gp,
Dueling Pistol,Uncommon,Weapons,Base Weapons,1,12 gp,L
Scrollstaff,Uncommon,Weapons,Specific Magic Weapons,1,12 gp,1
Slippery Ribbon,Uncommon,Consumables,Talismans,1,12 gp,
Switchscythe,Uncommon,Weapons,Base Weapons,1,12 gp,2
Three Peaked Tree,Uncommon,Weapons,Base Weapons,1,12 gp,2
Walking Cauldron,Common,Other,,1,12 gp,4
Gun Sword,Uncommon,Weapons,Base Weapons,1,13 gp,2
Hammer Gun,Uncommon,Weapons,Base Weapons,1,13 gp,2
Splint Mail,Common,Armor,Base Armor,1,13 gp,3
Clockwork Bookshelf,Uncommon,Adventuring Gear,,1,15 gp,4
Clockwork Megaphone,Uncommon,Adventuring Gear,,1,15 gp,1
Deployable Cover,Uncommon,Adventuring Gear,,1,15 gp,1
Everburning Torch,Common,Held Items,,1,15 gp,L
Grappling Gun (Clockwork),Uncommon,Adventuring Gear,,1,15 gp,1
Mudlily,Uncommon,Worn Items,Other Worn Items,1,15 gp,
Reading Ring,Common,Assistive Items,,1,15 gp,
Repeating Crossbow,Uncommon,Weapons,Base Weapons,1,15 gp,1
Ring of Discretion,Uncommon,Worn Items,Other Worn Items,1,15 gp,
Net Launcher,Rare,Adventuring Gear,,1,16 gp,1
Slide Pistol,Uncommon,Weapons,Base Weapons,1,16 gp,2
Backpack Ballista,Uncommon,Weapons,Base Weapons,1,18 gp,2
Blade Launcher,Uncommon,Adventuring Gear,,1,18 gp,1
Half Plate,Common,Armor,Base Armor,1,18 gp,3
Backpack Catapult,Uncommon,Weapons,Base Weapons,1,20 gp,3
Bomb Launcher,Uncommon,Adventuring Gear,,1,20 gp,1
Cantrip Deck (Full Pack),Common,Held Items,,1,20 gp,
Cloak of Feline Rest,Common,Worn Items,Other Worn Items,1,20 gp,L
Repeating Heavy Crossbow,Uncommon,Weapons,Base Weapons,1,20 gp,2
Shobhad Longrifle,Rare,Weapons,Base Weapons,1,20 gp,1
Stalk Goggles,Rare,Worn Items,Other Worn Items,1,20 gp,
Swarmsuit,Common,Adventuring Gear,,1,20 gp,
Wagon,Common,Vehicles,,1,25 gp,
Clunkerjunker,Uncommon,Vehicles,,1,30 gp,
Automated Cycle,Uncommon,Vehicles,,1,50 gp,
Sleigh,Common,Vehicles,,1,50 gp,
Velocipede,Uncommon,Vehicles,,1,60 gp,
Holy Steam Ball,Uncommon,Held Items,,2,3 gp (2 gp per refill),L
Adaptive Cogwheel,Common,Consumables,Talismans,2,5 gp,
Aromatic Ammunition,Common,Alchemical Items,Alchemical Ammunition,2,5 gp,
Belladonna,Common,Alchemical Items,Alchemical Poisons,2,5 gp,L
Black Powder (Horn),Uncommon,Alchemical Items,Alchemical Ammunition,2,5 gp,
Black Smear Poison,Uncommon,Alchemical Items,Alchemical Poisons,2,5 gp,L
Boulderhead Bock,Uncommon,Alchemical Items,Alchemical Elixirs,2,5 gp,L
Bubbling Scale,Uncommon,Consumables,Other Consumables,2,5 gp,
Clockwork  Monkey,Uncommon,Snares,,2,5 gp,
Dragon's Blood Pudding (Lesser),Uncommon,Alchemical Items,Alchemical Tools,2,5 gp,L
False Flayleaf,Common,Alchemical Items,Alchemical Poisons,2,5 gp,L
Flare Snare,Common,Snares,,2,5 gp,
Focus Cathartic (Lesser),Common,Alchemical Items,Alchemical Elixirs,2,5 gp,L
Instant Spy,Uncommon,Consumables,Gadgets,2,5 gp,L
Lovers' Ink,Rare,Alchemical Items,Alchemical Tools,2,5 gp,L
Moonlit Ink,Uncommon,Alchemical Items,Alchemical Tools,2,5 gp,
Quickmelt Slick (Lesser),Uncommon,Alchemical Items,Alchemical Tools,2,5 gp,L
Sinew-Shock Serum (Lesser),Common,Alchemical Items,Alchemical Elixirs,2,5 gp,L
Smoke Fan,Uncommon,Consumables,Gadgets,2,5 gp,L
Toy Carriage (Windup),Common,Adventuring Gear,,2,5 gp,
Writ of Authenticity,Uncommon,Adventuring Gear,,2,5 gp,
Antivenom Potion,Common,Consumables,Potions,2,6 gp,L
Black Adder Venom,Common,Alchemical Items,Alchemical Poisons,2,6 gp,L
Bloodhound Mask (Lesser),Common,Alchemical Items,Alchemical Tools,2,6 gp,L
Darkvision Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,2,6 gp,L
Deadweight Snare,Uncommon,Snares,,2,6 gp,
Ember Dust,Uncommon,Consumables,Other Consumables,2,6 gp,
Explusion Snare,Rare,Snares,,2,6 gp,
Feather Token (Holly Bush),Common,Consumables,Other Consumables,2,6 gp,
Hunter's Bane,Common,Consumables,Talismans,2,6 gp,
Infiltrator's Elixir,Common,Alchemical Items,Alchemical Elixirs,2,6 gp,L
Jade Cat,Common,Consumables,Talismans,2,6 gp,
Looter's Lethargy,Uncommon,Alchemical Items,Alchemical Poisons,2,6 gp,L
Lover's Knot,Uncommon,Consumables,Talismans,2,6 gp,
Monkey Pin,Common,Consumables,Talismans,2,6 gp,
Moon Radish Soup,Uncommon,Alchemical Items,Alchemical Tools,2,6 gp,L
Noisemaker Snare,Uncommon,Snares,,2,6 gp,
Oil of Weightlessness,Common,Consumables,Oils,2,6 gp,L
Origin Unguent,Common,Alchemical Items,Alchemical Tools,2,6 gp,L
Silversheen,Common,Alchemical Items,Alchemical Tools,2,6 gp,L
Spring-Loaded Net Launcher,Uncommon,Consumables,Gadgets,2,6 gp,1
Static Snare,Uncommon,Snares,,2,6 gp,
Thunder Snare,Common,Snares,,2,6 gp,
Toad Tears,Common,Alchemical Items,Alchemical Poisons,2,6 gp,L
Tripline Arrow,Rare,Consumables,Magical Ammunition,2,6 gp,
Wind-Up Cart,Uncommon,Consumables,Gadgets,2,6 gp,2
Winterstep Elixir (Minor),Uncommon,Alchemical Items,Alchemical Elixirs,2,6 gp,L
Antler Arrow,Common,Consumables,Magical Ammunition,2,7 gp,
Blaze,Uncommon,Alchemical Items,Drugs,2,7 gp,L
Bottled Sunlight (Lesser),Common,Alchemical Items,Alchemical Bombs,2,7 gp,L
Bravo's Brew (Lesser),Common,Alchemical Items,Alchemical Elixirs,2,7 gp,L
Bronze Bull Pendant,Common,Consumables,Talismans,2,7 gp,
Cat's Eye Elixir,Common,Alchemical Items,Alchemical Elixirs,2,7 gp,L
Comprehension Elixir (Lesser),Common,Alchemical Items,Alchemical Elixirs,2,7 gp,L
Crying Angel Pendant,Common,Consumables,Talismans,2,7 gp,
Effervescent Ampoule,Common,Consumables,Talismans,2,7 gp,
Lethargy Poison,Uncommon,Alchemical Items,Alchemical Poisons,2,7 gp,L
Mesmerizing Opal,Common,Consumables,Talismans,2,7 gp,
Oil of Potency,Common,Consumables,Oils,2,7 gp,L
Onyx Panther,Common,Consumables,Talismans,2,7 gp,
Red-Rib Gill Mask (Lesser),Rare,Worn Items,Other Worn Items,2,7 gp,L
Savior Spike,Common,Consumables,Talismans,2,7 gp,
Sneezing Powder,Uncommon,Alchemical Items,Alchemical Tools,2,7 gp,L
